"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Long Ride","Bike","","3","","2025-02-09","","37701.58984375","186","344","794.212","","1.18416666984558","8.8430004119873","","80","","135","147","","","0.678346328773411","54.12","71","0","0","0","0","0","0","","","","13","48","12","0","0","0","","","","","",""
"Zwift - Pacer Group Ride: Volcano Circuit in Watopia with Coco","Bike","","","","2025-02-09","","53205.578125","177","382","1593.038","","2.20777773857117","6.69399976730347","","72","","136","159","","","0.69007272399981","104.7","137","20","0","0","0","0","0","","","","53","74","31","2","0","0","","","","","",""
"1. Maintain Technique","Swim","","0.666666666666667","2000","2025-02-10","","2000","","","","","0.60026111178928","0.91869545245751","","52","","","","","","0.91626791940684","46.18","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","0.5","","2025-02-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5 * 1k @ 5k pace","Run","","0.927777777777778","11617","2025-02-11","","10784.3203125","","","","","0.953387498855591","3.14199995994568","","152","","154","188","","","0.730551418876388","56.33","30","10","5","12","0","0","0","","","","","","","","","","","","","","5","5"
"Easy Maria Pace Partner","Bike","5* 3min @ 100-110rpm","1","","2025-02-11","","37783.21875","185","571","1445.744","","1.0097222328186","10.3940000534058","","82","","143","158","","","0.683845730210389","46.7","110","31","0","0","0","0","0","","","","88","44","8","1","0","0","","","","","",""
"Quality not quantitty","Swim","","0.5","1400","2025-02-12","","1400","","","","","0.410573612848918","0.940228341168569","","54","","","","","","0.937712478229018","33.85","","","","","","","","","","","","","","","","","","","","","",""
"VO2 Max Intervals (5*4min)","Bike","","1.16666666666667","","2025-02-12","","34839.5703125","187","432","818.504","","1.16944444179535","8.27499961853027","","84","","137","170","","","0.831245699532117","80.49","54","14","7","0","0","0","0","","","","50","2","1","4","13","5","","","","","",""
"Easy Run","Run","or 155-165bpm","0.833333333333333","9563","2025-02-13","","7038.43994140625","","","","","0.982991397380829","1.9889999628067","","128","","140","162","","","0.612879752194533","40.89","56","3","0","0","0","0","0","","","","","","","","","","","","","","3","7"
"Yoga","Other","","","","2025-02-13","","","","","","","0.403940290212631","","","","","105","127","","","0.581825206625542","14.81","","","","","","","","","","","","","","","","","","","","","",""
"Anaerobic Overload + Microbursts","Bike","","1.16666666666667","","2025-02-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3. Endurance","Swim","","0.757777777777778","2200","2025-02-14","","500","","","","","0.190707778930664","0.725689404934688","","50","","","","","","0.720998381770211","7.15","","","","","","","","","","","","","","","","","","","","","",""
"Upper Body","Strength","","0.5","","2025-02-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","5000","2025-02-15","","5004.5400390625","","","","","0.353748053312302","3.9300000667572","","157","","175","190","","","0.909941564052408","31.6","2","1","4","9","4","0","0","","","","","","","","","","","","","","9","7"
"Long Run","Run","or 155-165bpm","1.07388888888889","13000","2025-02-15","","10142.0703125","","","","","1.26460611820221","2.2279999256134","","146","","138","156","","","0.530749634137056","39.7","75","0","0","0","0","0","0","","","","","","","","","","","","","","2","7"
"Yoga","Other","","","","2025-02-15","","","","","","","0.41995832324028","","","","","101","128","","","0.57681995265859","15.15","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-02-16","","9220.3701171875","146","312","234.453","","0.448911935091019","5.70499992370605","","76","","139","158","","","0.621626845749979","17.04","21","6","0","0","0","0","0","","","","12","9","5","1","0","0","","","","","",""
"Yoga","Other","","","","2025-02-16","","","","","","","0.420169174671173","","","","","111","134","","","0.591608923966289","15.96","","","","","","","","","","","","","","","","","","","","","",""
"1. Maintain Technique","Swim","","0.666666666666667","2000","2025-02-17","","2000","","","","","0.607888331943088","0.908677873693776","","53","","","","","","0.904771437612479","45.02","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","0.5","","2025-02-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-02-17","","","","","","","0.300307780504227","","","","","95","114","","","0.568394576276933","10.43","","","","","","","","","","","","","","","","","","","","","",""
"3 * 2k THR","Run","","0.960833333333333","11836","2025-02-18","","10655.23046875","","","","","1.00257420539856","2.95199990272522","","151","","147","186","","","0.718731789244095","57.39","33","8","9","10","0","0","0","","","","","","","","","","","","","","5","7"
"3 * 10 or easy","Bike","","1","","2025-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hill Repeats","Run","5 * 2min Uphill jog down recovery 4 * 30s Fast downhill strides","1","10701","2025-02-20","","10010.1103515625","","","","","1.1056421995163","2.51500010490417","","149","","147","188","","","0.608077484658628","45.41","47","9","3","7","1","0","0","","","","","","","","","","","","","","4","3"
"Quality not quantitty","Swim","moved from wednesday","0.5","1400","2025-02-20","","1400","","","","","0.41235499991311","0.938337801608579","","53","","","","","","0.933661529704081","33.56","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-02-20","","","","","","","0.16765084862709","","","","","104","123","","","0.595296454481161","6.29","","","","","","","","","","","","","","","","","","","","","",""
"Technical Tune up","Swim","","0.583333333333333","1900","2025-02-21","","1900","","","","","0.57316611289978","0.91566265060241","","53","","","","","","0.911603090693117","43.42","","","","","","","","","","","","","","","","","","","","","",""
"Upper Body","Strength","","0.5","","2025-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Anaerobic Overload + Microbursts","Bike","swapped from Wednesday","1.25","","2025-02-21","","35093.19140625","143","302","651.94","","1.26499998569489","7.70599985122681","","81","","124","154","","","0.557664153504641","39.15","75","1","0","0","0","0","0","","","","68","6","0","0","2","0","","","","","",""
"Yoga","Other","","","","2025-02-21","","","","","","","0.283390820026398","","","","","105","122","","","0.589346956672299","10.56","","","","","","","","","","","","","","","","","","","","","",""
"Long Run","Run","or 155-165bpm","1.65222222222222","20000","2025-02-22","","20038.41015625","","","","","1.67178058624268","3.32999992370605","","164","","157","166","","","0.762475312161372","109.07","16","84","0","0","0","0","0","","","","","","","","","","","","","","3","5"
"Easy ride","Bike","moved from tuesday","1","","2025-02-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-02-22","","","","","","","0.201451942324638","","","","","99","121","","","0.573453397381665","7.05","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-02-23","","26510.359375","183","610","498.584","","0.756111085414886","9.73900032043457","","83","","127","143","","","0.686461014264753","35.2","46","0","0","0","0","0","0","","","","10","25","10","1","0","0","","","","","",""
"Yoga","Other","","","","2025-02-23","","","","","","","0.300809741020203","","","","","96","120","","","0.561238046854115","10.19","","","","","","","","","","","","","","","","","","","","","",""
"High Five","Swim","","0.583333333333333","2000","2025-02-25","","2000","","","","","0.645048612488641","0.859106529209622","","51","","","","","","0.852648915681042","39.99","","","","","","","","","","","","","","","","","","","","","",""
"6 * 1k //10k pace//","Run","","1.05333333333333","12544","2025-02-25","","11512.2001953125","","","","","1.06466364860535","3.00399994850159","","146","","147","180","","","0.698876384704085","57.71","40","13","8","3","0","0","0","","","","","","","","","","","","","","4","3"
"Yoga","Other","","","","2025-02-25","","","","","","","0.249568894505501","","","","","90","111","","","0.557483751185709","8.3","","","","","","","","","","","","","","","","","","","","","",""
"Swimming Along","Swim","","0.666666666666667","2000","2025-02-26","","2000","","","","","0.625420279502869","0.881445570736007","","54","","","","","","0.879408644115572","42.53","","","","","","","","","","","","","","","","","","","","","",""
"easy ride - maria","Bike","","1.25","","2025-02-26","","41107.26171875","167","288","759.148","","1.25750005245209","9.07999992370605","","81","","121","134","","","0.609809021244911","46.52","76","0","0","0","0","0","0","","","","37","38","2","0","0","0","","","","","",""
"Strength","Strength","","0.5","","2025-02-26","","0","","","","","0.519276142120361","0","","","","111","137","","","0.591800615337438","19.82","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-02-26","","","","","","","0.239438876509666","","","","","103","122","","","0.581127327092588","8.64","","","","","","","","","","","","","","","","","","","","","",""
"3 * 2k THR","Run","","0.960833333333333","11836","2025-02-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-02-27","","","","","","","0.388239979743958","","","","","82","105","","","0.538024761438292","12.16","","","","","","","","","","","","","","","","","","","","","",""
"3. Leave it in the pool","Swim","","0.833333333333333","2200","2025-02-28","","550","","","","","0.188791111310323","0.804093567251462","","54","","","","","","0.801150006217108","9.71","","","","","","","","","","","","","","","","","","","","","",""
"easy ride - maria","Bike","","1.25","","2025-02-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-02-28","","9047.9404296875","","","","","1.11652672290802","2.25099992752075","","140","","135","188","","","0.530083915527415","34.85","55","4","2","6","0","0","0","","","","","","","","","","","","","","3","9"
"Yoga","Other","","","","2025-02-28","","","","","","","0.17137248814106","","","","","77","100","","","0.53234149927792","5.15","","","","","","","","","","","","","","","","","","","","","",""
"park run?","Run","or 155-165bpm","0.826111111111111","10000","2025-03-01","","1080.30004882813","","","","","0.119459167122841","2.51200008392334","","145","","105","114","","","0.607316060895297","4.63","7","0","0","0","0","0","0","","","","","","","","","","","","","","1","5"
"Easy Ride - maria","Bike","","1","","2025-03-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-03-01","","4805.3798828125","","","","","0.361658334732056","3.69099998474121","","172","","157","180","","","0.911948106097679","32.48","4","10","4","3","0","0","0","","","","","","","","","","","","","","6","5"
"Running","Run","","","","2025-03-01","","540.859985351563","","","","","0.0681222230195999","2.20499992370605","","167","","141","150","","","0.507457996382066","1.82","4","0","0","0","0","0","0","","","","","","","","","","","","","","1","7"
"Long Ride","Bike","","3","","2025-03-02","","75764.8125","160","560","1777.377","","3.10395455360413","6.78000020980835","","80","","126","152","","","0.646155863154558","129.3","185","2","0","0","0","0","0","","","","72","75","30","9","2","1","","","","","",""
"Yoga","Other","","","","2025-03-02","","","","","","","0.417785853147507","","","","","104","139","","","0.576382338012419","15.04","","","","","","","","","","","","","","","","","","","","","",""
"CSS Test","Swim","","","1500","2025-03-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength","Strength","","0.5","","2025-03-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-03-03","","","","","","","0.533473908901215","","","","","104","147","","","0.578854097452314","19.5","","","","","","","","","","","","","","","","","","","","","",""
"4 * 1k THR","Run","","0.868888888888889","10072","2025-03-04","","8991.76953125","","","","","0.869182825088501","2.87400007247925","","151","","140","179","","","0.662842920613153","42.16","42","5","3","2","0","0","0","","","","","","","","","","","","","","5","3"
"1. Pull yourself together","Swim","","0.833333333333333","2400","2025-03-05","","2400","","","","","0.698557222684224","0.947867298578199","","54","","","","","","0.944804489264219","58.92","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride - maria","Bike","","0.75","","2025-03-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"easy ride - maria","Bike","","1.5","","2025-03-06","","52963.8984375","167","370","910.016","","1.50638890266418","9.76599979400635","","83","","129","143","","","0.61041972693689","55.85","90","0","0","0","0","0","0","","","","42","47","3","0","0","0","","","","","",""
"Yoga","Other","","","","2025-03-06","","","","","","","0.260309159755707","","","","","103","123","","","0.582874161245099","9.47","","","","","","","","","","","","","","","","","","","","","",""
"6*400m / 3*200m","Run","","0.815","9190","2025-03-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Twin Peaks","Swim","","0.75","2400","2025-03-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - Pacer Group Ride: Sugar Cookie in Watopia with Miguel","Bike","","","","2025-03-07","","22617.3203125","133","270","364.594","","0.758611083030701","8.2810001373291","","76","","114","127","","","0.491936423739923","18.19","46","0","0","0","0","0","0","","","","43","3","0","0","0","0","","","","","",""
"Recovery ride","Bike","","0.75","","2025-03-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-03-08","","2716.919921875","","","","","0.317948341369629","2.37400007247925","","128","","128","156","","","0.547114060153137","10.25","18","1","0","0","0","0","0","","","","","","","","","","","","","","3","7"
"Yoga","Other","","","","2025-03-08","","","","","","","0.268866121768951","","","","","118","151","","","0.604744128032022","10.54","","","","","","","","","","","","","","","","","","","","","",""
"wu","Run","","0.258333333333333","2687","2025-03-09","","2441.3798828125","","","","","0.285619169473648","2.37400007247925","","135","","159","185","","","0.576713675448737","10.21","4","7","4","2","0","0","0","","","","","","","","","","","","","","2","5"
"Running","Run","","0.583333333333333","10000","2025-03-09","","10110.2099609375","","","","","0.633205831050873","4.43499994277954","","167","","158","178","","","1.02042631472847","72.23","10","12","14","1","0","0","0","","","","","","","","","","","","","","10","5"
"CD","Run","","","2500","2025-03-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Recover with focus","Swim","","0.5","1500","2025-03-10","","1500","","","","","0.481380554835002","0.85812356979405","","52","","","","","","0.85691039211459","30.29","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-03-10","","","","","","","0.328618347644806","","","","","111","144","","","0.594115047630936","12.5","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride (maria)","Bike","","1.25","","2025-03-11","","26315.630859375","155","306","870.202","","1.4913889169693","4.90100002288818","","59","","115","146","","","0.639796311733419","60.65","99","0","0","0","0","0","0","","","","37","57","7","0","0","0","","","","","",""
"Yoga","Other","","","","2025-03-11","","","","","","","0.428193062543869","","","","","83","107","","","0.534567023472469","13.27","","","","","","","","","","","","","","","","","","","","","",""
"2. Speed Pursuit","Swim","","","2000","2025-03-12","","2000","","","","","0.562214443418715","0.978952520802741","","56","","","","","","0.978274404790384","52.64","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride (maria)","Bike","","1.25","","2025-03-13","","37883.33984375","187","288","851.122","","1.25277781486511","8.39900016784668","","79","","132","147","","","0.679211638443592","57.36","77","0","0","0","0","0","0","","","","13","54","11","0","0","0","","","","","",""
"Easy Run","Run","or 140-150bpm","0.75","9360","2025-03-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cp20","Bike","","1.25","","2025-03-14","","36326.1015625","191","478","900.716","","1.26111114025116","8.00100040435791","","80","","141","185","","","0.816700954218616","84.03","61","5","3","10","3","0","0","","","","46","14","1","11","11","1","","","","","",""
"Easy Run","Run","or 155-165bpm","0.882222222222222","12000","2025-03-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3. 20 * 100","Swim","","0.75","2400","2025-03-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-03-15","","","","","","","0.33264696598053","","","","","91","119","","","0.556398461407384","11.09","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride (maria)","Bike","","2.25","","2025-03-16","","41823.0703125","163","763","1162.346","","1.99672889709473","5.81799983978271","","74","","136","162","","","0.697542022156837","96.86","99","20","0","0","0","0","0","","","","48","36","26","8","2","2","","","","","",""
"Yoga","Other","","","","2025-03-16","","","","","","","0.401945829391479","","","","","110","155","","","0.58693109285268","14.99","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Walk","","","","2025-03-17","","3877.5400390625","","","","","1.62758481502533","0.662000000476837","","47","","88","119","","","0.159152118496371","4.62","","","","","","","","","","","","","","","","","","","","","",""
"6 * 3 min v02","Bike","","1.5","","2025-03-19","","52069.98046875","183","384","1009.604","","1.50805556774139","9.59099960327148","","84","","138","178","","","0.777695821140278","90.74","72","11","7","4","0","0","0","","","","51","20","1","8","13","1","","","","","",""
"Yoga","Other","","","","2025-03-19","","","","","","","0.407573044300079","","","","","101","142","","","0.56848445775323","14.26","","","","","","","","","","","","","","","","","","","","","",""
"2. Fast reach & roll","Swim","","0.75","2000","2025-03-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Maria Pace Partner","Bike","","1.25","","2025-03-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-03-20","","","","","","","0.359903067350388","","","","","83","112","","","0.538763493039283","11.28","","","","","","","","","","","","","","","","","","","","","",""
"1. 54321","Swim","","0.75","2200","2025-03-21","","2200","","","","","0.639664444393582","0.955362012797913","","54","","","","","","0.924312747381981","50.51","","","","","","","","","","","","","","","","","","","","","",""
"3 * 15 min SS","Bike","","1.5","","2025-03-21","","42744.75","199","396","1084.51","","1.50499999523163","7.88899993896484","","83","","153","177","","","0.806708780504689","97.45","37","14","17","23","0","0","0","","","","39","4","18","29","3","1","","","","","",""
"Yoga","Other","","","","2025-03-21","","","","","","","0.161408334970474","","","","","121","141","","","0.614652881994994","6.45","","","","","","","","","","","","","","","","","","","","","",""
"Long Run Or 45min Ride","Run","or 155-165bpm","1.62333333333333","20000","2025-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3. Prep work","Swim","","0.75","2100","2025-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoga","Other","","","","2025-03-22","","","","","","","0.310260832309723","","","","","114","146","","","0.596064468595421","11.86","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-03-22","","77603.78125","158","756","1764.012","","3.12314462661743","6.90199995040894","","84","","138","157","","","0.651073354566495","132.01","161","27","0","0","0","0","0","","","","73","72","34","8","2","3","","","","","",""
"Long Ride","Bike","","3","","2025-03-23","","11466.58984375","101","304","162.48","","0.443611115217209","7.17999982833862","","68","","104","120","","","0.409161181366668","7.32","27","0","0","0","0","0","0","","","","26","1","0","0","0","0","","","","","",""
"brick 5km","Run","","0.328888888888889","5000","2025-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Push your pace","Swim","","0.75","2000","2025-03-25","","2000","","","","","0.558427499665154","0.99485708688895","","57","","","","","","0.97259715956981","51.38","","","","","","","","","","","","","","","","","","","","","",""
"4 * 5 min v02","Bike","","1.5","","2025-03-26","","46376.44921875","184","422","999.796","","1.50666666030884","8.55000019073486","","83","","150","183","","","0.786503984141727","92.85","48","21","4","17","1","0","0","","","","49","19","1","9","13","1","","","","","","5"
"Zwift - 5K Loop in Watopia","Run","","","","2025-03-26","","599.559997558594","0","0","","","0.0605555549263954","2.75","","160","","133","140","","","0.64224148142947","2.57","4","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Hill Repeats 6 * 3min thr","Run","","1.18333333333333","12715","2025-03-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Smooth day on the water","Swim","","0.666666666666667","2200","2025-03-27","","2200","","","","","0.704736942715115","0.865460267505901","","51","","","","","","0.858476352423271","44.59","","","","","","","","","","","","","","","","","","","","","",""
"3. 1500 Strong","Swim","","0.75","2400","2025-03-28","","2399.94799804688","","","","","0.725833333333333","0.918464599329076","","56","","137","175","","","0.909279953335785","54.57","0","0","6","3","6","","","","","","","","","","","","","","","","0",""
"Easy Maria Pace Partner","Bike","","1.25","","2025-03-28","","25502.599609375","171","482","466.916","","0.756388902664185","9.36499977111816","","79","","121","138","","","0.637282073835013","30.34","45","0","0","0","0","0","0","","","","16","28","3","0","0","0","","","","","",""
"Long Run","Run","or 155-165bpm","1.62333333333333","20000","2025-03-29","","5361.39990234375","","","","","0.683547794818878","2.17899990081787","","159","","135","170","","","0.493980184355222","18.34","32","5","4","0","0","0","0","","","","","","","","","","","","","","2","7"
"3 * 20 min SS","Bike","","1.75","","2025-03-29","","45626.87890625","206","466","1370.368","","1.82472217082977","6.94500017166138","","84","","148","171","","","0.826216281147899","123.94","49","28","36","0","0","0","0","","","","44","5","24","38","4","1","","","","","",""
"Long Ride + 30min z3 end","Bike","","3","","2025-03-30","","21723.890625","172","626","636.238","","1.03518664836884","5.8289999961853","","76","","174","222","","","0.727795232523891","54.37","9","11","3","11","4","7","17","","","","21","16","15","7","3","1","","","","","",""
"1.Big on Arms","Swim","","0.75","2400","2025-03-31","","2400","","","","","0.678327497906155","0.977596741344195","","52","","","","","","0.97298134313775","62.48","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run","Run","or 155-165bpm","0.5","5600","2025-04-01","","2513.3701171875","","","","","0.2244683355093","3.10999989509583","","160","","141","154","","","0.710459053826131","12.07","13","0","0","0","0","0","0","","","","","","","","","","","","","","2","7"
"Slateman Recce (just decided to go for goal rp)","Bike","","3","","2025-04-01","","90197.03125","210","565","2547.913","","3.38848924636841","7.39400005340576","","85","","152","169","","","0.812541332709486","222.87","44","140","20","0","0","0","0","","","","31","41","73","49","11","3","","","","","",""
"2. Love to pull","Swim","","0.75","2200","2025-04-02","","2200","","","","","0.600814447402954","1.01195952161914","","53","","","","","","1.00696646463003","61.35","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run","Run","or 155-165bpm","0.666666666666667","7467","2025-04-03","","5221.4599609375","","","","","0.503336668014526","2.88199996948242","","162","","150","159","","","0.658237962601458","23.77","21","9","0","0","0","0","0","","","","","","","","","","","","","","3","5"
"3. Swimming upstream","Swim","","0.75","2400","2025-04-04","","2400","","","","","0.69118499967787","0.958083832335329","","53","","","","","","0.954881833818147","60.18","","","","","","","","","","","","","","","","","","","","","",""
"Easy Maria Pace Partner","Bike","","1.25","","2025-04-04","","39406.46875","177","310","808.224","","1.2591667175293","8.69299983978271","","81","","125","139","","","0.654870885889401","53.45","77","0","0","0","0","0","0","","","","16","57","5","0","0","0","","","","","",""
"Yoga","Other","","","","2025-04-04","","","","","","","0.222043335437775","","","","","101","127","","","0.582587140860661","8.04","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run","Run","or 155-165bpm","1.07138888888889","12000","2025-04-05","","12039.669921875","","","","","1.0702143907547","3.125","","163","","146","158","","","0.716319571732984","60.94","55","9","0","0","0","0","0","","","","","","","","","","","","","","3","7"
"Easy Maria Pace Partner","Bike","","1.25","","2025-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. R&R","Swim","","0.5","1500","2025-04-07","","1500","","","","","0.447699168523153","0.923645320197044","","53","","","","","","0.921377632575763","35.02","","","","","","","","","","","","","","","","","","","","","",""
"aero testing","Bike","220w target","2.38333333333333","","2025-04-08","","56554.94921875","167","561","1227.351","","2.04621720314026","7.67700004577637","","84","","125","146","","","0.720533344656774","105.75","123","0","0","0","0","0","0","","","","42","15","60","6","0","0","","","","","",""
"Easy Run","Run","or 155-165bpm","0.583333333333333","6533","2025-04-08","","6467.509765625","","","","","0.585817217826843","3.06699991226196","","160","","151","168","","","0.699041767927116","31.31","20","14","1","0","0","0","0","","","","","","","","","","","","","","3","5"
"Endurance Ride","Bike","","1","","2025-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Focus on your length","Swim","","0.666666666666667","2200","2025-04-09","","700","","","","","0.219053057564629","0.87719298245614","","51","","","","","","0.878782529402516","14.87","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run","Run","or 155-165bpm","1.25","14000","2025-04-10","","14037.990234375","","","","","1.2772810459137","3.05299997329712","","162","","158","168","","","0.696302644075358","69.04","13","61","2","0","0","0","0","","","","","","","","","","","","","","3","3"
"1. Catch and Push","Swim","","0.75","2200","2025-04-14","","2200","","","","","0.702705554697249","0.869654590071371","","51","","","","","","0.851174430032354","43.33","","","","","","","","","","","","","","","","","","","","","",""
"4 * 3min","Bike","","1.03333333333333","","2025-04-15","","24461.66015625","162","410","457.986"," *15/04/2025 Adam Moore: didnt do the workout did planned the progression after*","0.760296106338501","8.9370002746582","","76","","135","167","","","0.715062134686851","38.69","37","8","3","0","0","0","0","","","","32","5","3","5","2","1","","","","","",""
"Yoga","Other","","","","2025-04-15","","","","","","","0.301943063735962","","","","","90","115","","","0.550051172825444","9.82","","","","","","","","","","","","","","","","","","","","","",""
"2. Tortoise and the hare","Swim","","0.833333333333333","2400","2025-04-16","","2400","","","","","0.755512224303352","0.876552227903579","","52","","","","","","0.873579511712835","50.37","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run","Run","or 155-165bpm","0.666666666666667","7467","2025-04-16","","6804.35986328125","","","","","0.670664727687836","2.81800007820129","","158","","148","175","","","0.632958927786682","29.48","33","5","2","0","0","0","0","","","","","","","","","","","","","","3","7"
"3 * 10 min SS","Bike","","1.25","","2025-04-17","","35570.58984375","186","396","843.106","","1.25472223758698","7.87400007247925","","86","","138","166","","","0.771844190103518","74.28","47","21","7","0","0","0","0","","","","39","3","12","20","2","1","","","","","3","5"
"Yoga","Other","","","","2025-04-17","","","","","","","0.208791390061378","","","","","95","114","","","0.566455246523805","7.14","","","","","","","","","","","","","","","","","","","","","",""
"3. Balancing Act","Swim","","0.666666666666667","2200","2025-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Progression run to HM","Run","or 155-165bpm","0.607777777777778","8000","2025-04-18","","","","",""," *18/04/2025 Adam Moore: shins were not complying with the normal*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Run","Run","or 155-165bpm","1.29861111111111","16000","2025-04-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride (45 z3)","Bike","","3.5","","2025-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Walk","","","","2025-04-20","","20767.130859375","","","","","5.37154579162598","1.07400000095367","","90","","91","131","","","0.527525723960127","172.71","","","","","","","","","","","","","","","","","","","","","",""
"1.The Total Package","Swim","","0.75","2400","2025-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5 * 3min","Bike","","1.16666666666667","","2025-04-22","","34956.28125","190","390","691.94","","1.01166665554047","9.59799957275391","","86","","144","183","","","0.846672484457624","72.25","38","9","4","10","1","0","0","","","","40","2","1","3","11","5","","","","","",""
"Lap Swimming","Swim","","","","2025-04-22","","2400","","","","","0.734649166531033","0.90746263255783","","48","","","","","","0.860955172639241","46.88","","","","","","","","","","","","","","","","","","","","","",""
"2. Crazy eights","Swim","","0.666666666666667","2400","2025-04-23","","2425","","","","","0.735843057367537","0.914404223227753","","52","","","","","","0.906273414314367","54.77","","","","","","","","","","","","","","","","","","","","","",""
"Endurance","Run","or 155-165bpm","0.811666666666667","10000","2025-04-23","","9247.4697265625","","","","","0.839027225971222","3.06200003623962","","163","","155","171","","","0.697875097380626","45.06","14","35","1","0","0","0","0","","","","","","","","","","","","","","3","5"
